"dependency_index","report_catalog_index","report_title","report_path","dependency_type","dependency_name","dependency_path","resolved_catalog_index","resolved_object_title","resolved_object_kind","is_resolved"
231,198,"UCSC eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSC eResources Library Categorization Report","saved_column","Electronic - Global Stats Electronic Library Categories","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",24,"Electronic - Global Stats Electronic Library Categories","saved_column",TRUE
232,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report","saved_column","campus designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCD SLF\/campus designator",,,,FALSE
233,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report","saved_column","UCD Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCD Library Stats Category",,,,FALSE
234,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report","saved_column","Physical - Holdings Added Year","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Holdings Added Year",265,"Physical - Holdings Added Year","saved_column",TRUE
235,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report","saved_column","Count of Physical Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",,,,FALSE
236,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report","saved_column","Count of Physical Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",,,,FALSE
237,201,"UCSD eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report","saved_column","excluded designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic included\/excluded designator",,,,FALSE
238,201,"UCSD eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report","saved_column","Electronic - UCSD eResources Managed By designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCSD eResources Managed By designator",209,"Electronic - UCSD eResources Managed By designator","saved_column",TRUE
239,201,"UCSD eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report","saved_column","Electronic - Global Stats Electronic Library Categories","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",24,"Electronic - Global Stats Electronic Library Categories","saved_column",TRUE
240,201,"UCSD eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report","saved_column","Electronic - Count of Electronic Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Holdings",1,"Electronic - Count of Electronic Holdings","saved_column",TRUE
241,201,"UCSD eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report","saved_column","Electronic - Count of Electronic Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Titles",2,"Electronic - Count of Electronic Titles","saved_column",TRUE
242,202,"UCM Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report","saved_column","UCM Check-Out Type","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCM Check-Out Type",,,,FALSE
243,202,"UCM Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report","saved_column","FY 2025-26 Loans (Not In House)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans (Not In House)",,,,FALSE
244,204,"UCSD Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report","saved_column","campus designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSD SLF\/campus designator",,,,FALSE
245,204,"UCSD Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report","saved_column","UCSD Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSD Library Stats Category",,,,FALSE
246,204,"UCSD Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report","saved_column","Count of Physical Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",,,,FALSE
247,204,"UCSD Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report","saved_column","Count of Physical Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",,,,FALSE
248,205,"UCSF Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report","saved_column","campus designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSF SLF\/campus designator",,,,FALSE
249,205,"UCSF Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report","saved_column","Count of Physical Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",,,,FALSE
250,206,"UCSD eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSD eResources Library Categorization Report","saved_column","Electronic - Global Stats Electronic Library Categories","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",24,"Electronic - Global Stats Electronic Library Categories","saved_column",TRUE
251,207,"UCSD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report","saved_column","excluded designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic included\/excluded designator",,,,FALSE
252,207,"UCSD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report","saved_column","Electronic - UCSD eResources Managed By designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCSD eResources Managed By designator",209,"Electronic - UCSD eResources Managed By designator","saved_column",TRUE
253,207,"UCSD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report","saved_column","Electronic - Global Stats Electronic Library Categories","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",24,"Electronic - Global Stats Electronic Library Categories","saved_column",TRUE
254,207,"UCSD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report","saved_column","Electronic - Count of Electronic Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Holdings",1,"Electronic - Count of Electronic Holdings","saved_column",TRUE
255,207,"UCSD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report","saved_column","Electronic - Count of Electronic Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Titles",2,"Electronic - Count of Electronic Titles","saved_column",TRUE
256,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage","saved_column","Fulfillment - Fulfillment Institution","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - Fulfillment Institution",224,"Fulfillment - Fulfillment Institution","saved_column",TRUE
257,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage","saved_column","Physical - UCSF Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Library Stats Category",302,"Physical - UCSF Library Stats Category","saved_column",TRUE
258,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage","saved_column","Fulfillment - UCSF Check-Out Type","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSF Check-Out Type",260,"Fulfillment - UCSF Check-Out Type","saved_column",TRUE
259,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage","saved_column","Fulfillment - Alma User Group","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - Alma User Group",222,"Fulfillment - Alma User Group","saved_column",TRUE
260,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage","saved_column","Fulfillment - UCSF User Group","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSF User Group",261,"Fulfillment - UCSF User Group","saved_column",TRUE
261,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage","saved_column","Fulfillment - FY 2025-26 Loans (Not In House)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans (Not In House)",229,"Fulfillment - FY 2025-26 Loans (Not In House)","saved_column",TRUE
262,211,"UCSF eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSF eResources Library Categorization Report","saved_column","Electronic - Global Stats Electronic Library Categories","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",24,"Electronic - Global Stats Electronic Library Categories","saved_column",TRUE
263,212,"UCM User Group categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM User Group categorization report","saved_column","UCM User Group","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCM User Group",,,,FALSE
264,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report","saved_column","campus designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSF SLF\/campus designator",,,,FALSE
265,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report","saved_column","UCSF Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSF Library Stats Category",,,,FALSE
266,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report","saved_column","Count of Physical Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",,,,FALSE
267,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report","saved_column","Count of Physical Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",,,,FALSE
268,214,"UCSF Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report","saved_column","excluded designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic included\/excluded designator",,,,FALSE
269,214,"UCSF Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report","saved_column","Electronic UCSF eResources Managed By designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic UCSF eResources Managed By designator",218,"Electronic UCSF eResources Managed By designator","saved_column",TRUE
270,214,"UCSF Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report","saved_column","Electronic - Global Stats Electronic Library Categories","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",24,"Electronic - Global Stats Electronic Library Categories","saved_column",TRUE
271,214,"UCSF Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report","saved_column","Electronic - Count of Electronic Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Holdings",1,"Electronic - Count of Electronic Holdings","saved_column",TRUE
272,214,"UCSF Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report","saved_column","Electronic - Count of Electronic Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Titles",2,"Electronic - Count of Electronic Titles","saved_column",TRUE
273,215,"UCSF eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report","saved_column","excluded designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic included\/excluded designator",,,,FALSE
274,215,"UCSF eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report","saved_column","Electronic UCSF eResources Managed By designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic UCSF eResources Managed By designator",218,"Electronic UCSF eResources Managed By designator","saved_column",TRUE
275,215,"UCSF eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report","saved_column","Electronic - Global Stats Electronic Library Categories","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",24,"Electronic - Global Stats Electronic Library Categories","saved_column",TRUE
276,215,"UCSF eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report","saved_column","Electronic - Count of Electronic Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Holdings",1,"Electronic - Count of Electronic Holdings","saved_column",TRUE
277,215,"UCSF eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report","saved_column","Electronic - Count of Electronic Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Titles",2,"Electronic - Count of Electronic Titles","saved_column",TRUE
278,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report","saved_column","campus designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI SLF\/campus designator",,,,FALSE
279,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report","saved_column","UCI Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI Library Stats Category",,,,FALSE
280,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report","saved_column","Physical - Holdings Added Year","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Holdings Added Year",265,"Physical - Holdings Added Year","saved_column",TRUE
281,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report","saved_column","Count of Physical Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",,,,FALSE
282,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report","saved_column","Count of Physical Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",,,,FALSE
283,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted","saved_column","campus designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI SLF\/campus designator",,,,FALSE
284,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted","saved_column","UCI Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI Library Stats Category",,,,FALSE
285,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted","saved_column","Physical - Holdings Added Year","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Holdings Added Year",265,"Physical - Holdings Added Year","saved_column",TRUE
286,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted","saved_column","Count of Physical Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",,,,FALSE
287,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted","saved_column","Count of Physical Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",,,,FALSE
288,220,"UCR Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR Check-Out Type Categorization Report","saved_column","UCR Check-Out Type","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCR Check-Out Type",,,,FALSE
289,220,"UCR Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR Check-Out Type Categorization Report","saved_column","FY 2025-26 Loans (Not In House)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans (Not In House)",,,,FALSE
290,221,"UCR User Group categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR User Group categorization report","saved_column","UCR User Group","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCR User Group",,,,FALSE
291,223,"UCLA Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report","saved_column","campus designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA SLF\/campus designator",,,,FALSE
292,223,"UCLA Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report","saved_column","UCLA Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCLA Library Stats Category",,,,FALSE
293,223,"UCLA Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report","saved_column","Physical - Holdings Added Year","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Holdings Added Year",265,"Physical - Holdings Added Year","saved_column",TRUE
