"rule_id","rule_type","source_type","record_scope","rule_name","rule_index","criterion_text","review_label","explanation","criterion_text_category","join_operator","value_count","report_catalog_index","report_title","report_path","report_filter_index","definition_catalog_index","definition_name","definition_path"
"RF206-R1","Filter","inline","report_inline","UCSD eResources Library Categorization Report",1,"""Institution"".""Institution Name"" = 6535","","",,,1,206,"UCSD eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSD eResources Library Categorization Report",1,,,
"RF207-R1","Filter","inline","report_inline","UCSD Electronic Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6535, 6531)","","",,"and",2,207,"UCSD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report",1,,,
"RF207-R2","Filter","inline","report_inline","UCSD Electronic Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSD')","","",,"and",2,207,"UCSD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report",2,,,
"RF208-R1","Filter","inline","report_inline","UCSF Physical Collection Usage",1,"""Institution"".""Institution Name"" = 6536","","",,"and",1,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",1,,,
"RF208-R3","Filter","inline","report_inline","UCSF Physical Collection Usage",3,"""Loan"".""Loans (Not In House)"" > 0","","",,"and",1,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",3,,,
"RF211-R1","Filter","inline","report_inline","UCSF eResources Library Categorization Report",1,"""Institution"".""Institution Name"" = 6536","","",,,1,211,"UCSF eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSF eResources Library Categorization Report",1,,,
"RF212-R1","Filter","inline","report_inline","UCM User Group categorization report",1,"""Institution"".""Institution Name"" = 6534","","",,,1,212,"UCM User Group categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM User Group categorization report",1,,,
"RF213-R1","Filter","inline","report_inline","UCSF Library Categorization Report",1,"""Institution"".""Institution Name"" IN (6532, 6533, 6536)","","",,"and",3,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",1,,,
"RF213-R2","Filter","inline","report_inline","UCSF Library Categorization Report",2,"""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSF')","","",,"and",3,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",2,,,
"RF214-R1","Filter","inline","report_inline","UCSF Electronic Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6536, 6531)","","",,"and",2,214,"UCSF Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report",1,,,
"RF214-R2","Filter","inline","report_inline","UCSF Electronic Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSF')","","",,"and",2,214,"UCSF Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report",2,,,
"RF215-R1","Filter","inline","report_inline","UCSF eResources Comparison Report",1,"""Institution"".""Institution Name"" IN (6536, 6531)","","",,"and",2,215,"UCSF eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report",1,,,
"RF215-R2","Filter","inline","report_inline","UCSF eResources Comparison Report",2,"""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSF')","","",,"and",2,215,"UCSF eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report",2,,,
"RF216-R1","Filter","inline","report_inline","UCI Physical Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6532, 4701, 6533)","","",,"and",3,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",1,,,
"RF216-R2","Filter","inline","report_inline","UCI Physical Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCI')","","",,"and",3,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",2,,,
"RF219-R1","Filter","inline","report_inline","UCI Physical Holdings and Titles Report - all data with all exclusions noted",1,"""Institution"".""Institution Name"" = 4701","","",,,1,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",1,,,
"RF220-R1","Filter","inline","report_inline","UCR Check-Out Type Categorization Report",1,"""Institution"".""Institution Name"" = 4706","","",,"and",1,220,"UCR Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR Check-Out Type Categorization Report",1,,,
"RF220-R3","Filter","inline","report_inline","UCR Check-Out Type Categorization Report",3,"""Loan Details"".""In House Loan Indicator"" = 'N'","","",,"and",1,220,"UCR Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR Check-Out Type Categorization Report",3,,,
"RF221-R1","Filter","inline","report_inline","UCR User Group categorization report",1,"""Institution"".""Institution Name"" = 4706","","",,,1,221,"UCR User Group categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR User Group categorization report",1,,,
"RF223-R1","Filter","inline","report_inline","UCLA Physical Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6532, 6533)","","",,"and",2,223,"UCLA Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report",1,,,
"RF223-R5","Filter","inline","report_inline","UCLA Physical Holdings and Titles Report",5,"""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCLA')","","",,"and",3,223,"UCLA Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report",5,,,
"RF225-R1","Filter","inline","report_inline","UCM Physical Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6532, 6533, 6534)","","",,"and",3,225,"UCM Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCM Physical Holdings and Titles Report",1,,,
"RF225-R2","Filter","inline","report_inline","UCM Physical Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('SLF-S', 'UCM')","","",,"and",2,225,"UCM Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCM Physical Holdings and Titles Report",2,,,
"RF227-R1","Filter","inline","report_inline","UCR Physical Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6532, 6533, 4706)","","",,"and",3,227,"UCR Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCR Physical Holdings and Titles Report",1,,,
"RF227-R2","Filter","inline","report_inline","UCR Physical Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCR')","","",,"and",3,227,"UCR Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCR Physical Holdings and Titles Report",2,,,
"RF228-R1","Filter","inline","report_inline","UCSB Check-Out Type Categorization Report",1,"""Institution"".""Institution Name"" = 3776","","",,"and",1,228,"UCSB Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB Check-Out Type Categorization Report",1,,,
"RF228-R3","Filter","inline","report_inline","UCSB Check-Out Type Categorization Report",3,"""Loan Details"".""In House Loan Indicator"" = 'N'","","",,"and",1,228,"UCSB Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB Check-Out Type Categorization Report",3,,,
"RF230-R1","Filter","inline","report_inline","UCSB Physical Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6532, 6533, 3776)","","",,"and",3,230,"UCSB Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSB Physical Holdings and Titles Report",1,,,
"RF230-R2","Filter","inline","report_inline","UCSB Physical Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSB')","","",,"and",3,230,"UCSB Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSB Physical Holdings and Titles Report",2,,,
"RF231-R1","Filter","inline","report_inline","UCSB User Group Categorization Report",1,"""Institution"".""Institution Name"" = 3776","","",,,1,231,"UCSB User Group Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB User Group Categorization Report",1,,,
"RF232-R1","Filter","inline","report_inline","UCSC Physical Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6532, 6533, 4876)","","",,"and",3,232,"UCSC Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSC Physical Holdings and Titles Report",1,,,
"RF232-R2","Filter","inline","report_inline","UCSC Physical Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSC')","","",,"and",3,232,"UCSC Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSC Physical Holdings and Titles Report",2,,,
"RF234-R1","Filter","inline","report_inline","UCSD Physical Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6535, 6532, 6533)","","",,"and",3,234,"UCSD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSD Physical Holdings and Titles Report",1,,,
"RF234-R2","Filter","inline","report_inline","UCSD Physical Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSD')","","",,"and",3,234,"UCSD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSD Physical Holdings and Titles Report",2,,,
"RF236-R1","Filter","inline","report_inline","UCSC Check-Out Type Categorization Report",1,"""Institution"".""Institution Name"" = 4876","","",,"and",1,236,"UCSC Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC Check-Out Type Categorization Report",1,,,
"RF236-R3","Filter","inline","report_inline","UCSC Check-Out Type Categorization Report",3,"""Loan Details"".""In House Loan Indicator"" = 'N'","","",,"and",1,236,"UCSC Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC Check-Out Type Categorization Report",3,,,
"RF237-R1","Filter","inline","report_inline","UCSC User Group Categorization Report",1,"""Institution"".""Institution Name"" = 4876","","",,,1,237,"UCSC User Group Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC User Group Categorization Report",1,,,
"RF238-R1","Filter","inline","report_inline","UCSF Physical Holdings and Titles Report",1,"""Institution"".""Institution Name"" IN (6532, 6533, 6536)","","",,"and",3,238,"UCSF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSF Physical Holdings and Titles Report",1,,,
"RF238-R2","Filter","inline","report_inline","UCSF Physical Holdings and Titles Report",2,"""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSF')","","",,"and",3,238,"UCSF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSF Physical Holdings and Titles Report",2,,,
"RF241-R1","Filter","inline","report_inline","zz_old_UCI testing updated SCA exclusion filter",1,"""Institution"".""Institution Name"" = 4701","","",,"and",1,241,"zz_old_UCI testing updated SCA exclusion filter","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/zz_old_UCI testing updated SCA exclusion filter",1,,,
"RF243-R1","Filter","inline","report_inline","UCSD Check-Out Type Categorization Report",1,"""Institution"".""Institution Name"" = 6535","","",,"and",1,243,"UCSD Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD Check-Out Type Categorization Report",1,,,
"RF243-R3","Filter","inline","report_inline","UCSD Check-Out Type Categorization Report",3,"""Loan Details"".""In House Loan Indicator"" = 'N'","","",,"and",1,243,"UCSD Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD Check-Out Type Categorization Report",3,,,
"RF245-R1","Filter","inline","report_inline","UCSD User Group Categorization Report",1,"""Institution"".""Institution Name"" = 6535","","",,,1,245,"UCSD User Group Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD User Group Categorization Report",1,,,
"RF247-R1","Filter","inline","report_inline","UCSF Check-Out Type Categorization Report",1,"""Institution"".""Institution Name"" = 6536","","",,"and",1,247,"UCSF Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF Check-Out Type Categorization Report",1,,,
"RF247-R3","Filter","inline","report_inline","UCSF Check-Out Type Categorization Report",3,"""Loan Details"".""In House Loan Indicator"" = 'N'","","",,"and",1,247,"UCSF Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF Check-Out Type Categorization Report",3,,,
"RF248-R1","Filter","inline","report_inline","UCSF User Group Categorization Report",1,"""Institution"".""Institution Name"" = 6536","","",,,1,248,"UCSF User Group Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF User Group Categorization Report",1,,,
"F1-C1","Filter","standalone_saved_object","standalone_saved_object","Fulfillment - FY 2025-26 Loans",1,"""Loan Date"".""Loan Date"" between '2025-07-01', '2026-06-30'","","",,,2,,,,,226,"Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans"
"F2-C2","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",1,"""Physical Item Details"".""Lifecycle"" = 'Active'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C3","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",2,"""Bibliographic Details"".""Resource Type"" IS NOT NULL","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C4","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",3,"""Location"".""Library Code (Active)"" IS NOT NULL","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C5","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",4,"""Location"".""Library Code"" <> 'RES_SHARE'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C6","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",5,"""Location"".""Library Code"" NOT LIKE '%equip%'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C7","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",6,"""Location"".""Library Name"" NOT LIKE '%equip%'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C8","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",7,"""Location"".""Location Code"" <> 'UNASSIGNED'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C9","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",8,"""Location"".""Location Code"" NOT LIKE '%equip%'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C10","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",9,"""Location"".""Location Name"" NOT LIKE '%ithdraw%'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C11","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",10,"""Location"".""Location Name"" NOT LIKE '%equip%'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C12","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",11,"""Physical Item Details"".""Physical Item Id"" NOT IN ('-1', '0')","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C13","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",12,"""Physical Item Details"".""Item Policy"" NOT LIKE '%equip%'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C14","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",13,"""Holdings Details"".""Suppressed from Discovery"" = 0","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C15","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",14,"""Holdings Details"".""Suppressed from Discovery by Suppressed Location"" = 'No'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C16","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",15,"""Location"".""Suppressed from Discovery"" = 'No'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F2-C17","Filter","standalone_saved_object","standalone_saved_object","Physical - Global stats physical filters",16,"""Bibliographic Details"".""Suppressed From Discovery"" = 'No'","","",,"and",0,,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters"
"F3-C18","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",1,"""Physical Item Details"".""Lifecycle"" = 'Active'","","",,"and",1,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C19","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",2,"""Physical Item Details"".""Barcode"" between '$D 130 631', '$D 130 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C20","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",3,"""Physical Item Details"".""Barcode"" between '$D 131 000', '$D 131 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C21","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",4,"""Physical Item Details"".""Barcode"" between '$D 132 000', '$D 132 991'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C22","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",5,"""Physical Item Details"".""Barcode"" between 'A 2 539 991', 'A 2 540 384'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C23","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",6,"""Physical Item Details"".""Barcode"" between 'CT 5 031 021', 'CT 5 044 752'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C24","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",7,"""Physical Item Details"".""Barcode"" between 'CT 5 045 001', 'CT 5 045 100'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C25","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",8,"""Physical Item Details"".""Barcode"" between 'D 2 648 821', 'D 2 650 043'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C26","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",9,"""Physical Item Details"".""Barcode"" between 'GR 44', 'GR 46'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C27","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",10,"""Physical Item Details"".""Barcode"" between 'JR 129 185', 'JR 129 185'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
