"catalog_index","source_file_name","object_title","object_kind","xml_root_name","closest_folder","closest_level_object","original_path","object_signature","subject_area","owner_id","creator_id","item_type_code","created_year","created_month","created_day","created_hour","created_minute","created_second","web_catalog_build","web_catalog_description"
277,"Annual Stats FY 2025-2026.catalog","Physical - UCI Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Library Stats Category","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,21,44,10,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
278,"Annual Stats FY 2025-2026.catalog","Physical - UCI Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,3,15,28,1,"22.4.0.0.4 (Build BIPS-20251201174826.81 )","SCA exclusions handled in a separate filter"
279,"Annual Stats FY 2025-2026.catalog","Physical - UCI SCA Exclusions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI SCA Exclusions","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,7,1,6,4,59,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
280,"Annual Stats FY 2025-2026.catalog","Physical - UCI SLF/campus designator","saved_column","savedColumnObject","Physical - UCI SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI SLF/campus designator","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,17,50,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
281,"Annual Stats FY 2025-2026.catalog","Physical - UCLA Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA Library Stats Category","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,21,52,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
282,"Annual Stats FY 2025-2026.catalog","Physical - UCLA Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA Physical Filters","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,12,21,49,48,"22.4.0.0.4 (Build BIPS-20251201174826.81 )","SCA exclusions handled in a separate filter"
283,"Annual Stats FY 2025-2026.catalog","Physical - UCLA SCA Exclusions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA SCA Exclusions","filteritem1","Physical Items","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,25,22,53,11,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
284,"Annual Stats FY 2025-2026.catalog","Physical - UCLA SLF/campus designator","saved_column","savedColumnObject","Physical - UCLA SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA SLF/campus designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,12,6,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
285,"Annual Stats FY 2025-2026.catalog","Physical - UCM Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCM Library Stats Category","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,0,7,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
286,"Annual Stats FY 2025-2026.catalog","Physical - UCM SLF/campus designator","saved_column","savedColumnObject","Physical - UCM SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCM SLF/campus designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,31,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
287,"Annual Stats FY 2025-2026.catalog","Physical - UCR Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR Library Stats Category","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,4,17,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
288,"Annual Stats FY 2025-2026.catalog","Physical - UCR Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR Physical Filters","filteritem1","Physical Items","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,18,17,35,48,"22.4.0.0.4 (Build BIPS-20250811150234.74 )",
289,"Annual Stats FY 2025-2026.catalog","Physical - UCR SCA exclusions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR SCA exclusions","filteritem1","Physical Items","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,18,17,37,49,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
290,"Annual Stats FY 2025-2026.catalog","Physical - UCR SLF/campus designator","saved_column","savedColumnObject","Physical - UCR SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR SLF/campus designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,35,0,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
291,"Annual Stats FY 2025-2026.catalog","Physical - UCSB Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSB Library Stats Category","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,7,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
292,"Annual Stats FY 2025-2026.catalog","Physical - UCSB Physical filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSB Physical filters","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,18,17,38,43,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
293,"Annual Stats FY 2025-2026.catalog","Physical - UCSB SLF/campus designator","saved_column","savedColumnObject","Physical - UCSB SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSB SLF/campus designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,37,38,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
294,"Annual Stats FY 2025-2026.catalog","Physical - UCSC Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC Library Stats Category","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,21,58,45,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
295,"Annual Stats FY 2025-2026.catalog","Physical - UCSC Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC Physical Filters","filteritem1","Physical Items","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,13,18,5,36,"22.4.0.0.4 (Build BIPS-20251201174826.81 )","SCA exclusions handled in a separate filter"
296,"Annual Stats FY 2025-2026.catalog","Physical - UCSC SCA Exclusions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC SCA Exclusions","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,28,20,50,26,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
297,"Annual Stats FY 2025-2026.catalog","Physical - UCSC SLF/campus designator","saved_column","savedColumnObject","Physical - UCSC SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC SLF/campus designator","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,32,40,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
298,"Annual Stats FY 2025-2026.catalog","Physical - UCSD Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Library Stats Category","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,2,16,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
299,"Annual Stats FY 2025-2026.catalog","Physical - UCSD Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters","filteritem1","Physical Items","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,13,17,50,12,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
300,"Annual Stats FY 2025-2026.catalog","Physical - UCSD SCA Exclusions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SCA Exclusions","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,23,17,37,27,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
301,"Annual Stats FY 2025-2026.catalog","Physical - UCSD SLF/campus designator","saved_column","savedColumnObject","Physical - UCSD SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SLF/campus designator","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,36,24,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
302,"Annual Stats FY 2025-2026.catalog","Physical - UCSF Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Library Stats Category","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,5,7,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
303,"Annual Stats FY 2025-2026.catalog","Physical - UCSF Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Physical Filters","filteritem1","Physical Items","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,13,17,33,13,"22.4.0.0.4 (Build BIPS-20250811150234.74 )",
304,"Annual Stats FY 2025-2026.catalog","Physical - UCSF SLF/campus designator","saved_column","savedColumnObject","Physical - UCSF SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF SLF/campus designator","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,40,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
305,"Annual Stats FY 2025-2026.catalog","RM Building - UCB","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/RM Building - UCB","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_24764427990006531_6531_D_na07.alma.exlibrisgroup.com",4,2023,10,17,23,56,57,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
306,"Annual Stats FY 2025-2026.catalog","TEST REDO Physical - UCI Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,30,21,41,39,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
307,"Annual Stats FY 2025-2026.catalog","zz_old_Physical - UCI SCA Exclusions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/zz_old_Physical - UCI SCA Exclusions","filteritem1","Physical Items","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,25,22,49,15,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
308,"Annual Stats FY 2025-2026.catalog","zzBACKUP Electronic - Global Stats Electronic included/excluded designator","saved_column","savedColumnObject","zzBACKUP Electronic - Global Stats Electronic included","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/zzBACKUP Electronic - Global Stats Electronic included/excluded designator","cosavedcolumn1",,"HE_24764427990006531_6531_D_na07.alma.exlibrisgroup.com","HE_24764427990006531_6531_D_na07.alma.exlibrisgroup.com",4,2024,6,8,3,13,12,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
