"catalog_index","source_file_name","object_title","object_kind","xml_root_name","closest_folder","closest_level_object","original_path","object_signature","subject_area","owner_id","creator_id","item_type_code","created_year","created_month","created_day","created_hour","created_minute","created_second","web_catalog_build","web_catalog_description"
149,"Annual Stats FY 2025-2026.catalog","UCLA","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCLA","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,56,13,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
150,"Annual Stats FY 2025-2026.catalog","UCSC - Risk Management (details)","dashboard_page","dashboardPage","UCSC FY 2025-26 annual statistics NZ-level output","UCSC FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSC FY 2025-26 annual statistics NZ-level output/UCSC - Risk Management (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,43,19,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
151,"Annual Stats FY 2025-2026.catalog","UCR Risk Management Report","report","report","Risk Management","Risk Management","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCR Risk Management Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,15,42,48,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
152,"Annual Stats FY 2025-2026.catalog","UCLA - Physical Usage (details)","dashboard_page","dashboardPage","UCLA FY 2025-26 annual statistics NZ-level output","UCLA FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCLA FY 2025-26 annual statistics NZ-level output/UCLA - Physical Usage (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,36,5,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
153,"Annual Stats FY 2025-2026.catalog","UCSD - Physical Usage (details)","dashboard_page","dashboardPage","UCSD FY 2025-26 annual statistics NZ-level output","UCSD FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSD FY 2025-26 annual statistics NZ-level output/UCSD - Physical Usage (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,22,28,34,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
154,"Annual Stats FY 2025-2026.catalog","UCM eResources Library Categorization Report","report","report","Electronic preparation review reports","Electronic preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCM eResources Library Categorization Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,27,21,38,15,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
155,"Annual Stats FY 2025-2026.catalog","UCD - Physical Usage (details)","dashboard_page","dashboardPage","UCD FY 2025-26 annual statistics NZ-level output","UCD FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCD FY 2025-26 annual statistics NZ-level output/UCD - Physical Usage (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,32,51,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
156,"Annual Stats FY 2025-2026.catalog","UCB - Physical Usage (details)","dashboard_page","dashboardPage","UCB FY 2025-26 annual statistics NZ-level output","UCB FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCB FY 2025-26 annual statistics NZ-level output/UCB - Physical Usage (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,21,53,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
157,"Annual Stats FY 2025-2026.catalog","UCSB - Risk Management (details)","dashboard_page","dashboardPage","UCSB FY 2025-26 annual statistics NZ-level output","UCSB FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSB FY 2025-26 annual statistics NZ-level output/UCSB - Risk Management (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,18,14,50,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
158,"Annual Stats FY 2025-2026.catalog","UCM - Risk Management (details)","dashboard_page","dashboardPage","UCM FY 2025-26 annual statistics NZ-level output","UCM FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCM FY 2025-26 annual statistics NZ-level output/UCM - Risk Management (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,39,38,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
159,"Annual Stats FY 2025-2026.catalog","UCR - Risk Management (details)","dashboard_page","dashboardPage","UCR FY 2025-26 annual statistics NZ-level output","UCR FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCR FY 2025-26 annual statistics NZ-level output/UCR - Risk Management (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,46,1,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
160,"Annual Stats FY 2025-2026.catalog","UCI - Risk Management (details)","dashboard_page","dashboardPage","UCI FY 2025-26 annual statistics NZ-level output","UCI FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCI FY 2025-26 annual statistics NZ-level output/UCI - Risk Management (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,22,48,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
161,"Annual Stats FY 2025-2026.catalog","UCSF - Physical Usage (details)","dashboard_page","dashboardPage","UCSF FY 2025-26 annual statistics NZ-level output","UCSF FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSF FY 2025-26 annual statistics NZ-level output/UCSF - Physical Usage (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,22,38,0,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
162,"Annual Stats FY 2025-2026.catalog","UCM Electronic Holdings and Titles Report","report","report","Electronic","Electronic","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCM Electronic Holdings and Titles Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,11,39,4,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
163,"Annual Stats FY 2025-2026.catalog","Physical Items - Library Categories","dashboard_page","dashboardPage","UCR preparation review reports dashboard","UCR preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCR preparation review reports dashboard/Physical Items - Library Categories","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,12,22,35,23,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
164,"Annual Stats FY 2025-2026.catalog","UCI Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCI Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,9,22,37,53,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
165,"Annual Stats FY 2025-2026.catalog","Electronic - UCM eResources Managed By designator","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCM eResources Managed By designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,20,22,37,3,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
166,"Annual Stats FY 2025-2026.catalog","UCSB Physical Collection Usage","report","report","Physical Collection Usage","Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSB Physical Collection Usage","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,11,17,29,54,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
167,"Annual Stats FY 2025-2026.catalog","UCLA - Risk Management (details)","dashboard_page","dashboardPage","UCLA FY 2025-26 annual statistics NZ-level output","UCLA FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCLA FY 2025-26 annual statistics NZ-level output/UCLA - Risk Management (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,36,14,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
168,"Annual Stats FY 2025-2026.catalog","UCB - Risk Management (details)","dashboard_page","dashboardPage","UCB FY 2025-26 annual statistics NZ-level output","UCB FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCB FY 2025-26 annual statistics NZ-level output/UCB - Risk Management (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,22,24,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
169,"Annual Stats FY 2025-2026.catalog","UCM","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCM","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,56,23,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
170,"Annual Stats FY 2025-2026.catalog","UCSB Risk Management Report","report","report","Risk Management","Risk Management","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSB Risk Management Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,15,44,31,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
171,"Annual Stats FY 2025-2026.catalog","UCI User Group Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCI User Group Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,22,54,13,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
172,"Annual Stats FY 2025-2026.catalog","UCSF - Risk Management (details)","dashboard_page","dashboardPage","UCSF FY 2025-26 annual statistics NZ-level output","UCSF FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSF FY 2025-26 annual statistics NZ-level output/UCSF - Risk Management (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,22,38,35,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
173,"Annual Stats FY 2025-2026.catalog","UCSD - Risk Management (details)","dashboard_page","dashboardPage","UCSD FY 2025-26 annual statistics NZ-level output","UCSD FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSD FY 2025-26 annual statistics NZ-level output/UCSD - Risk Management (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,22,29,3,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
174,"Annual Stats FY 2025-2026.catalog","UCR eResources Comparison Report","report","report","eResources Comparison","eResources Comparison","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCR eResources Comparison Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,24,24,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
175,"Annual Stats FY 2025-2026.catalog","UCR eResources Library Categorization Report","report","report","Electronic preparation review reports","Electronic preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCR eResources Library Categorization Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,27,21,39,3,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
176,"Annual Stats FY 2025-2026.catalog","UCD - Risk Management (details)","dashboard_page","dashboardPage","UCD FY 2025-26 annual statistics NZ-level output","UCD FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCD FY 2025-26 annual statistics NZ-level output/UCD - Risk Management (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,33,29,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
177,"Annual Stats FY 2025-2026.catalog","UCR Library Categorization Report","report","report","Physical preparation review reports","Physical preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCR Library Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,3,21,11,30,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
178,"Annual Stats FY 2025-2026.catalog","UCR Electronic Holdings and Titles Report","report","report","Electronic","Electronic","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCR Electronic Holdings and Titles Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,11,48,25,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
179,"Annual Stats FY 2025-2026.catalog","Electronic - UCR eResources Managed By designator","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCR eResources Managed By designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,20,22,39,35,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
180,"Annual Stats FY 2025-2026.catalog","UCR","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCR","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,56,34,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
181,"Annual Stats FY 2025-2026.catalog","UCLA Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCLA Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,58,35,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
182,"Annual Stats FY 2025-2026.catalog","UCSC Physical Collection Usage","report","report","Physical Collection Usage","Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSC Physical Collection Usage","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,11,17,15,17,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
183,"Annual Stats FY 2025-2026.catalog","UCSB eResources Comparison Report","report","report","eResources Comparison","eResources Comparison","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSB eResources Comparison Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,29,15,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
184,"Annual Stats FY 2025-2026.catalog","UCSC Risk Management Report","report","report","Risk Management","Risk Management","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,8,21,11,11,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
185,"Annual Stats FY 2025-2026.catalog","UCSB Electronic Holdings and Titles Report","report","report","Electronic","Electronic","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSB Electronic Holdings and Titles Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,12,5,43,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
186,"Annual Stats FY 2025-2026.catalog","UCSB eResources Library Categorization Report","report","report","Electronic preparation review reports","Electronic preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSB eResources Library Categorization Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,27,21,39,36,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
187,"Annual Stats FY 2025-2026.catalog","UCSB Library Categorization Report","report","report","Physical preparation review reports","Physical preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,3,21,37,23,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
188,"Annual Stats FY 2025-2026.catalog","SLF-S Added Physical Holdings and Titles Report part 2","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,7,2,1,43,56,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
189,"Annual Stats FY 2025-2026.catalog","UCB physical holdings and titles report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,2,10,19,44,16,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
190,"Annual Stats FY 2025-2026.catalog","UCLA User Group Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCLA User Group Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,22,45,49,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
191,"Annual Stats FY 2025-2026.catalog","UCSD Risk Management Report","report","report","Risk Management","Risk Management","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,5,17,22,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
192,"Annual Stats FY 2025-2026.catalog","UCSB","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCSB","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,56,43,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
193,"Annual Stats FY 2025-2026.catalog","UCSC Library Categorization Report","report","report","Physical preparation review reports","Physical preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSC Library Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,3,20,23,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
194,"Annual Stats FY 2025-2026.catalog","UCSD Physical Collection Usage","report","report","Physical Collection Usage","Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSD Physical Collection Usage","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,11,19,51,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
195,"Annual Stats FY 2025-2026.catalog","Electronic - UCSB eResources Managed By designator","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCSB eResources Managed By designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,20,22,45,29,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
