"item_name","filter_index","parent_index","depth","node_type","logical_operator","criteria","subject_area","original_path","catalog_index"
"Fulfillment - FY 2025-26 Loans",1,NA,1,"sawx:comparison","between","""Loan Date"".""Loan Date"" BETWEEN 2025-07-01 AND 2026-06-30","""Fulfillment""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",1
"Fulfillment - FY 2025-26 Loans",2,1,2,"sawx:sqlExpression",NA,"""Loan Date"".""Loan Date""","""Fulfillment""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",1
"Fulfillment - FY 2025-26 Loans",3,1,2,"xsd:date",NA,"2025-07-01","""Fulfillment""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",1
"Fulfillment - FY 2025-26 Loans",4,1,2,"xsd:date",NA,"2026-06-30","""Fulfillment""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",1
"Physical - Global stats physical filters",1,NA,1,"sawx:logical","and","(""Physical Item Details"".""Lifecycle"" = 'Active' AND ""Bibliographic Details"".""Resource Type"" IS NOT NULL AND ""Location"".""Library Code (Active)"" IS NOT NULL AND ""Location"".""Library Code"" <> 'RES_SHARE' AND ""Location"".""Library Code"" NOT LIKE '%equip%' AND ""Location"".""Library Name"" NOT LIKE '%equip%' AND ""Location"".""Location Code"" <> 'UNASSIGNED' AND ""Location"".""Location Code"" NOT LIKE '%equip%' AND ""Location"".""Location Name"" NOT LIKE '%ithdraw%' AND ""Location"".""Location Name"" NOT LIKE '%equip%' AND ""Physical Item Details"".""Physical Item Id"" NOT IN ('-1', '0') AND ""Physical Item Details"".""Item Policy"" NOT LIKE '%equip%' AND ""Holdings Details"".""Suppressed from Discovery"" = 0 AND ""Holdings Details"".""Suppressed from Discovery by Suppressed Location"" = 'No' AND ""Location"".""Suppressed from Discovery"" = 'No' AND ""Bibliographic Details"".""Suppressed From Discovery"" = 'No')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",2,1,2,"sawx:sql",NA,"""Physical Item Details"".""Lifecycle"" = 'Active'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",3,1,2,"sawx:sql",NA,"""Bibliographic Details"".""Resource Type"" IS NOT NULL","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",4,1,2,"sawx:sql",NA,"""Location"".""Library Code (Active)"" IS NOT NULL","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",5,1,2,"sawx:sql",NA,"""Location"".""Library Code"" <> 'RES_SHARE'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",6,1,2,"sawx:sql",NA,"""Location"".""Library Code"" NOT LIKE '%equip%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",7,1,2,"sawx:sql",NA,"""Location"".""Library Name"" NOT LIKE '%equip%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",8,1,2,"sawx:sql",NA,"""Location"".""Location Code"" <> 'UNASSIGNED'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",9,1,2,"sawx:sql",NA,"""Location"".""Location Code"" NOT LIKE '%equip%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",10,1,2,"sawx:sql",NA,"""Location"".""Location Name"" NOT LIKE '%ithdraw%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",11,1,2,"sawx:sql",NA,"""Location"".""Location Name"" NOT LIKE '%equip%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",12,1,2,"sawx:sql",NA,"""Physical Item Details"".""Physical Item Id"" NOT IN ('-1', '0')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",13,1,2,"sawx:sql",NA,"""Physical Item Details"".""Item Policy"" NOT LIKE '%equip%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",14,1,2,"sawx:sql",NA,"""Holdings Details"".""Suppressed from Discovery"" = 0","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",15,1,2,"sawx:sql",NA,"""Holdings Details"".""Suppressed from Discovery by Suppressed Location"" = 'No'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",16,1,2,"sawx:sql",NA,"""Location"".""Suppressed from Discovery"" = 'No'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - Global stats physical filters",17,1,2,"sawx:sql",NA,"""Bibliographic Details"".""Suppressed From Discovery"" = 'No'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",2
"Physical - UCB Physical Filters",1,NA,1,"sawx:logical","and","((""Location"".""Location Code"" <> 'lis' AND ""Location"".""Location Code"" <> 'nzw' AND ""Location"".""Location Code"" <> 'zwz' AND ""Location"".""Location Code"" NOT LIKE '%zw%' AND ""Location"".""Location Name"" NOT LIKE '%ithdraw%' AND ""Location"".""Location Name"" NOT LIKE '%ITHDRAW%') AND (""Physical Item Details"".""Statistics Note 2"" IS NULL OR (""Physical Item Details"".""Statistics Note 2"" IS NOT NULL AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wds%' AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wms%' AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wor%')))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",2,1,2,"sawx:logical","and","(""Location"".""Location Code"" <> 'lis' AND ""Location"".""Location Code"" <> 'nzw' AND ""Location"".""Location Code"" <> 'zwz' AND ""Location"".""Location Code"" NOT LIKE '%zw%' AND ""Location"".""Location Name"" NOT LIKE '%ithdraw%' AND ""Location"".""Location Name"" NOT LIKE '%ITHDRAW%')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",3,2,3,"sawx:sql",NA,"""Location"".""Location Code"" <> 'lis'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",4,2,3,"sawx:sql",NA,"""Location"".""Location Code"" <> 'nzw'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",5,2,3,"sawx:sql",NA,"""Location"".""Location Code"" <> 'zwz'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",6,2,3,"sawx:sql",NA,"""Location"".""Location Code"" NOT LIKE '%zw%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",7,2,3,"sawx:sql",NA,"""Location"".""Location Name"" NOT LIKE '%ithdraw%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",8,2,3,"sawx:sql",NA,"""Location"".""Location Name"" NOT LIKE '%ITHDRAW%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",9,1,2,"sawx:logical","or","(""Physical Item Details"".""Statistics Note 2"" IS NULL OR (""Physical Item Details"".""Statistics Note 2"" IS NOT NULL AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wds%' AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wms%' AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wor%'))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",10,9,3,"sawx:sql",NA,"""Physical Item Details"".""Statistics Note 2"" IS NULL","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",11,9,3,"sawx:logical","and","(""Physical Item Details"".""Statistics Note 2"" IS NOT NULL AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wds%' AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wms%' AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wor%')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",12,11,4,"sawx:sql",NA,"""Physical Item Details"".""Statistics Note 2"" IS NOT NULL","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",13,11,4,"sawx:sql",NA,"""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wds%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",14,11,4,"sawx:sql",NA,"""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wms%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB Physical Filters",15,11,4,"sawx:sql",NA,"""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wor%'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",3
"Physical - UCB SCA exclusions",1,NA,1,"sawx:logical","and","(NOT (DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND ""Location"".""Library Code"" = 'BANC' AND ""Physical Item Details"".""Item Policy"" IN ('Other Archival Material', 'Personal Manuscript', 'UC Archival Manuscript', 'Visual Material: pictorial')) AND NOT (DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" IN ('nbtbr', 'nbtur') AND ""Physical Item Details"".""Item Policy"" IN ('Other Archival Material', 'Personal Manuscript', 'UC Archival Manuscript', 'Visual Material: pictorial')))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB SCA exclusions",4
"Physical - UCB SCA exclusions",2,1,2,"sawx:sql",NA,"NOT (DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND ""Location"".""Library Code"" = 'BANC' AND ""Physical Item Details"".""Item Policy"" IN ('Other Archival Material', 'Personal Manuscript', 'UC Archival Manuscript', 'Visual Material: pictorial'))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB SCA exclusions",4
"Physical - UCB SCA exclusions",3,1,2,"sawx:sql",NA,"NOT (DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" IN ('nbtbr', 'nbtur') AND ""Physical Item Details"".""Item Policy"" IN ('Other Archival Material', 'Personal Manuscript', 'UC Archival Manuscript', 'Visual Material: pictorial'))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB SCA exclusions",4
"Physical - UCD Physical Filters",1,NA,1,"sawx:logical","and","(NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Library Code"" = ('NRLF')) AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Library Code"" = ('SRLF')) AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Location Code"" = ('NRLF')))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters",5
"Physical - UCD Physical Filters",2,1,2,"sawx:sql",NA,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Library Code"" = ('NRLF'))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters",5
"Physical - UCD Physical Filters",3,1,2,"sawx:sql",NA,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Library Code"" = ('SRLF'))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters",5
"Physical - UCD Physical Filters",4,1,2,"sawx:sql",NA,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Location Code"" = ('NRLF'))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters",5
"Physical - UCI Physical Filters",1,NA,1,"sawx:logical","and","(""Location"".""Location Code"" NOT IN ('gmlml', 'gmlill', 'xlle', 'xllck', 'xllhk', 'xmllk', 'nrlf', 'srlfm', 'srlf', 'srlfr', 'llill_rsl', 'lawill_rsl', 'slill') AND ""Location"".""Location Name"" NOT IN ('zz', 'Problem location from Migration') AND ""Library Unit"".""Library Code"" NOT IN ('AYALA', 'OCSEAA') AND ""Location"".""Library Name"" NOT IN ('X_Do_Not_Use_Old_Orange County & Southeast Asian Archive Center', 'X_Do_Not_Use_Old_Science Library') AND (""Physical Item Details"".""Statistics Note 2"" IS NULL OR (""Physical Item Details"".""Statistics Note 2"" IS NOT NULL AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" = '-') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE 'from%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%rlf-%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%sp-%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%wd%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%ithd%'))))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",2,1,2,"sawx:list","notIn","""Location"".""Location Code"" NOT IN ('gmlml', 'gmlill', 'xlle', 'xllck', 'xllhk', 'xmllk', 'nrlf', 'srlfm', 'srlf', 'srlfr', 'llill_rsl', 'lawill_rsl', 'slill')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",3,2,3,"sawx:sqlExpression",NA,"""Location"".""Location Code""","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",4,2,3,"xsd:string",NA,"'gmlml'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",5,2,3,"xsd:string",NA,"'gmlill'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",6,2,3,"xsd:string",NA,"'xlle'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",7,2,3,"xsd:string",NA,"'xllck'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",8,2,3,"xsd:string",NA,"'xllhk'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",9,2,3,"xsd:string",NA,"'xmllk'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",10,2,3,"xsd:string",NA,"'nrlf'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",11,2,3,"xsd:string",NA,"'srlfm'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",12,2,3,"xsd:string",NA,"'srlf'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",13,2,3,"xsd:string",NA,"'srlfr'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",14,2,3,"xsd:string",NA,"'llill_rsl'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",15,2,3,"xsd:string",NA,"'lawill_rsl'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",16,2,3,"xsd:string",NA,"'slill'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",17,1,2,"sawx:list","notIn","""Location"".""Location Name"" NOT IN ('zz', 'Problem location from Migration')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",18,17,3,"sawx:sqlExpression",NA,"""Location"".""Location Name""","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",19,17,3,"xsd:string",NA,"'zz'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",20,17,3,"xsd:string",NA,"'Problem location from Migration'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",21,1,2,"sawx:list","notIn","""Library Unit"".""Library Code"" NOT IN ('AYALA', 'OCSEAA')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",22,21,3,"sawx:sqlExpression",NA,"""Library Unit"".""Library Code""","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",23,21,3,"xsd:string",NA,"'AYALA'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",24,21,3,"xsd:string",NA,"'OCSEAA'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",25,1,2,"sawx:list","notIn","""Location"".""Library Name"" NOT IN ('X_Do_Not_Use_Old_Orange County & Southeast Asian Archive Center', 'X_Do_Not_Use_Old_Science Library')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",26,25,3,"sawx:sqlExpression",NA,"""Location"".""Library Name""","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",27,25,3,"xsd:string",NA,"'X_Do_Not_Use_Old_Orange County & Southeast Asian Archive Center'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",28,25,3,"xsd:string",NA,"'X_Do_Not_Use_Old_Science Library'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",29,1,2,"sawx:logical","or","(""Physical Item Details"".""Statistics Note 2"" IS NULL OR (""Physical Item Details"".""Statistics Note 2"" IS NOT NULL AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" = '-') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE 'from%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%rlf-%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%sp-%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%wd%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%ithd%')))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",30,29,3,"sawx:sql",NA,"""Physical Item Details"".""Statistics Note 2"" IS NULL","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
"Physical - UCI Physical Filters",31,29,3,"sawx:logical","and","(""Physical Item Details"".""Statistics Note 2"" IS NOT NULL AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" = '-') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE 'from%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%rlf-%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%sp-%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%wd%') AND NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%ithd%'))","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",6
