"filter_record_id","record_scope","report_catalog_index","report_title","report_subject_area","report_path","filter_index","group_path","nesting_level","join_operator","filter_source","expression_type","operator","field","filter_text","value_count","value_preview","definition_catalog_index","definition_name","definition_path","rule_count","is_resolved","is_referenced"
"F235","report_filter",216,"UCI Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCI')",3,"SLF-N | SLF-S | UCI",,,,1,,
"F236","report_filter",216,"UCI Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F237","report_filter",216,"UCI Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCI Physical Filters",,,,"UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI Physical Filters",,FALSE,
"F238","report_filter",216,"UCI Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",5,"1.5",2,"and","saved_reference","savedFilter",,,"Saved filter: UCI SCA Exclusions",,,,"UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI SCA Exclusions",,FALSE,
"F239","report_filter",219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 4701",1,"4701",,,,1,,
"F240","report_filter",220,"UCR Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR Check-Out Type Categorization Report",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 4706",1,"4706",,,,1,,
"F241","report_filter",220,"UCR Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR Check-Out Type Categorization Report",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: FY 2025-26 Loans",,,,"FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,FALSE,
"F242","report_filter",220,"UCR Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR Check-Out Type Categorization Report",3,"1.3",2,"and","inline","comparison","equal","""Loan Details"".""In House Loan Indicator""","""Loan Details"".""In House Loan Indicator"" = 'N'",1,"N",,,,1,,
"F243","report_filter",221,"UCR User Group categorization report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR User Group categorization report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 4706",1,"4706",,,,1,,
"F244","report_filter",223,"UCLA Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533)",2,"6532 | 6533",,,,1,,
"F245","report_filter",223,"UCLA Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F246","report_filter",223,"UCLA Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: UCLA Physical Filters",,,,"UCLA Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCLA Physical Filters",,FALSE,
"F247","report_filter",223,"UCLA Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCLA SCA Exclusions",,,,"UCLA SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCLA SCA Exclusions",,FALSE,
"F248","report_filter",223,"UCLA Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report",5,"1.5",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCLA')",3,"SLF-N | SLF-S | UCLA",,,,1,,
"F249","report_filter",225,"UCM Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCM Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533, 6534)",3,"6532 | 6533 | 6534",,,,1,,
"F250","report_filter",225,"UCM Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCM Physical Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-S', 'UCM')",2,"SLF-S | UCM",,,,1,,
"F251","report_filter",225,"UCM Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCM Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F252","report_filter",227,"UCR Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCR Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533, 4706)",3,"6532 | 6533 | 4706",,,,1,,
"F253","report_filter",227,"UCR Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCR Physical Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCR')",3,"SLF-N | SLF-S | UCR",,,,1,,
"F254","report_filter",227,"UCR Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCR Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F255","report_filter",227,"UCR Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCR Physical Holdings and Titles Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCR Physical Filters",,,,"UCR Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCR Physical Filters",,FALSE,
"F256","report_filter",227,"UCR Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCR Physical Holdings and Titles Report",5,"1.5",2,"and","saved_reference","savedFilter",,,"Saved filter: UCR SCA exclusions",,,,"UCR SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCR SCA exclusions",,FALSE,
"F257","report_filter",228,"UCSB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB Check-Out Type Categorization Report",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 3776",1,"3776",,,,1,,
"F258","report_filter",228,"UCSB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB Check-Out Type Categorization Report",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: FY 2025-26 Loans",,,,"FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,FALSE,
"F259","report_filter",228,"UCSB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB Check-Out Type Categorization Report",3,"1.3",2,"and","inline","comparison","equal","""Loan Details"".""In House Loan Indicator""","""Loan Details"".""In House Loan Indicator"" = 'N'",1,"N",,,,1,,
"F260","report_filter",230,"UCSB Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSB Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533, 3776)",3,"6532 | 6533 | 3776",,,,1,,
"F261","report_filter",230,"UCSB Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSB Physical Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSB')",3,"SLF-N | SLF-S | UCSB",,,,1,,
"F262","report_filter",230,"UCSB Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSB Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F263","report_filter",230,"UCSB Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSB Physical Holdings and Titles Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSB Physical filters",,,,"UCSB Physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSB Physical filters",,FALSE,
"F264","report_filter",231,"UCSB User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB User Group Categorization Report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 3776",1,"3776",,,,1,,
"F265","report_filter",232,"UCSC Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSC Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533, 4876)",3,"6532 | 6533 | 4876",,,,1,,
"F266","report_filter",232,"UCSC Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSC Physical Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSC')",3,"SLF-N | SLF-S | UCSC",,,,1,,
"F267","report_filter",232,"UCSC Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSC Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F268","report_filter",232,"UCSC Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSC Physical Holdings and Titles Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSC Physical Filters",,,,"UCSC Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSC Physical Filters",,FALSE,
"F269","report_filter",232,"UCSC Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSC Physical Holdings and Titles Report",5,"1.5",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSC SCA Exclusions",,,,"UCSC SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSC SCA Exclusions",,FALSE,
"F270","report_filter",234,"UCSD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSD Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6535, 6532, 6533)",3,"6535 | 6532 | 6533",,,,1,,
"F271","report_filter",234,"UCSD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSD Physical Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSD')",3,"SLF-N | SLF-S | UCSD",,,,1,,
"F272","report_filter",234,"UCSD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSD Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F273","report_filter",234,"UCSD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSD Physical Holdings and Titles Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: Physical - UCSD Physical Filters",,,299,"Physical - UCSD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters",2,TRUE,
"F274","report_filter",234,"UCSD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSD Physical Holdings and Titles Report",5,"1.5",2,"and","saved_reference","savedFilter",,,"Saved filter: Physical - UCSD SCA Exclusions",,,300,"Physical - UCSD SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SCA Exclusions",4,TRUE,
"F275","report_filter",236,"UCSC Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC Check-Out Type Categorization Report",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 4876",1,"4876",,,,1,,
"F276","report_filter",236,"UCSC Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC Check-Out Type Categorization Report",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: FY 2025-26 Loans",,,,"FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,FALSE,
"F277","report_filter",236,"UCSC Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC Check-Out Type Categorization Report",3,"1.3",2,"and","inline","comparison","equal","""Loan Details"".""In House Loan Indicator""","""Loan Details"".""In House Loan Indicator"" = 'N'",1,"N",,,,1,,
"F278","report_filter",237,"UCSC User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC User Group Categorization Report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 4876",1,"4876",,,,1,,
"F279","report_filter",238,"UCSF Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSF Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533, 6536)",3,"6532 | 6533 | 6536",,,,1,,
"F280","report_filter",238,"UCSF Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSF Physical Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSF')",3,"SLF-N | SLF-S | UCSF",,,,1,,
"F281","report_filter",238,"UCSF Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSF Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F282","report_filter",238,"UCSF Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSF Physical Holdings and Titles Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSF Physical Filters",,,,"UCSF Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSF Physical Filters",,FALSE,
"F283","report_filter",241,"zz_old_UCI testing updated SCA exclusion filter","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/zz_old_UCI testing updated SCA exclusion filter",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 4701",1,"4701",,,,1,,
"F284","report_filter",241,"zz_old_UCI testing updated SCA exclusion filter","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/zz_old_UCI testing updated SCA exclusion filter",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: Physical - Global stats physical filters",,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",16,TRUE,
"F285","report_filter",241,"zz_old_UCI testing updated SCA exclusion filter","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/zz_old_UCI testing updated SCA exclusion filter",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Physical - UCI Physical Filters",,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",12,TRUE,
"F286","report_filter",241,"zz_old_UCI testing updated SCA exclusion filter","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/zz_old_UCI testing updated SCA exclusion filter",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: Physical - UCI SCA Exclusions WITH IS NULL",,,,"Physical - UCI SCA Exclusions WITH IS NULL","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI SCA Exclusions WITH IS NULL",,FALSE,
"F287","report_filter",243,"UCSD Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD Check-Out Type Categorization Report",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6535",1,"6535",,,,1,,
"F288","report_filter",243,"UCSD Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD Check-Out Type Categorization Report",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: FY 2025-26 Loans",,,,"FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,FALSE,
"F289","report_filter",243,"UCSD Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD Check-Out Type Categorization Report",3,"1.3",2,"and","inline","comparison","equal","""Loan Details"".""In House Loan Indicator""","""Loan Details"".""In House Loan Indicator"" = 'N'",1,"N",,,,1,,
"F290","report_filter",245,"UCSD User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD User Group Categorization Report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6535",1,"6535",,,,1,,
"F291","report_filter",247,"UCSF Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF Check-Out Type Categorization Report",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6536",1,"6536",,,,1,,
"F292","report_filter",247,"UCSF Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF Check-Out Type Categorization Report",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: FY 2025-26 Loans",,,,"FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,FALSE,
"F293","report_filter",247,"UCSF Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF Check-Out Type Categorization Report",3,"1.3",2,"and","inline","comparison","equal","""Loan Details"".""In House Loan Indicator""","""Loan Details"".""In House Loan Indicator"" = 'N'",1,"N",,,,1,,
